Library,pathway,ES,NES,NOM p-val,FDR q-val,Lead_genes
Reactome,SUMOylation Of DNA Replication Proteins R-HSA-4615885,0.4098180480198575,1.5147592049194138,0.021844660194174758,0.20905103214727017,NUP210;SEH1L;INCENP;NUP37;PIAS4;NUP107;NUP93;NUP188;NUP54;CDCA8;NUP62;NUP155;NUP160;UBE2I;NUP43;NUP205;AURKA;PCNA
GO-BP,Myeloid Leukocyte Differentiation (GO:0002573),0.43459457435790333,1.6650418264220943,0.004901960784313725,0.2090552159055942,PIR;PPARG;RUNX1;OSCAR;CSF1;MMP9;GPR183;MYH9;GATA3;SNX10;CLPB;LIF;THOC5;CEBPA
GO-BP,Regulation Of DNA-templated DNA Replication Initiation (GO:0030174),0.6511266700387585,1.6599677046591936,0.021739130434782608,0.20913247339059654,MCM3;MCM7;MCM2;MCM4;TICRR;WRNIP1;MCM5;MCM6;NBN;KAT7
Reactome,Interactions Of Vpr With Host Cellular Proteins R-HSA-176033,0.4350757391944601,1.518570356085358,0.029556650246305417,0.21000395547703893,NUP210;SEH1L;HMGA1;NUP37;NUP107;NUP93;PSIP1;NUP188;NUP54;NUP62;NUP155;NUP160;NUP43;BANF1;NUP205
Reactome,Transport Of SLBP Independent Mature mRNA R-HSA-159227,0.44116466434838647,1.5198234762783973,0.0375,0.21052049813788024,NUP210;SEH1L;NUP37;NCBP2;NUP107;NUP93;NUP188;NUP54;NUP62;NUP155;NUP160;ALYREF;NUP43;NUP205
GO-BP,Positive Regulation Of Fatty Acid Biosynthetic Process (GO:0045723),0.6627187799766242,1.6653249722366477,0.01956521739130435,0.21073298309153796,MID1IP1;MLXIPL
GO-BP,Branched-Chain Amino Acid Catabolic Process (GO:0009083),0.5693241474558051,1.6602029700589844,0.018633540372670808,0.21079456406654773,IVD;BCKDHA;ALDH6A1;DBT;MCCC2;ACAT1;HIBADH;DLD;ECHS1;BCKDK
Reactome,Activation Of BH3-only Proteins R-HSA-114452,0.4353619796041961,1.5148485074244253,0.03349282296650718,0.21105217949216712,BID;YWHAB;PMAIP1;YWHAE;E2F1;YWHAZ;TFDP1;YWHAG;YWHAQ;TP53;TP73
Reactome,Cilium Assembly R-HSA-5617833,0.32258733031997416,1.5207260164371794,0.0,0.21125259271443467,IFT140;OFD1;CCT8;CEP89;TUBB4A;KIF3A;CEP290;WDR35;CNGB1;YWHAE;CLUAP1;BBS2;PLK4;TCTN3;HSP90AA1;CSNK1D;CSNK1E;CENPJ;RAB8A;TUBB4B;TNPO1;IQCB1;YWHAG;WDR19;KIF3B;CEP41;CCT2;TRAF3IP1;HAUS6;ODF2;TCP1;IFT81;SFI1;IFT74;MAPRE1;TUBB;PCNT;NPHP4;CCT5;EXOC1;HAUS1;IFT80;CEP164;CCT4;MKS1;AHI1;CEP78;PRKAR2B;KIF17;DYNLL2;B9D1;CEP83;NEK2;TCTN2;CEP57;FBF1;HAUS8;BBS9;NDE1;SDCCAG8;B9D2
GO-BP,Regulation Of Defense Response To Virus By Host (GO:0050691),0.4809153525740671,1.6709170446221837,0.007228915662650603,0.21181728428885174,IFNLR1;TNFAIP3;EIF2AK4;ZC3H12A;IL23R;TRIM44;PTPN22;HSP90AA1;MUL1;TRAF3IP2;TRIM22;DTX3L
Reactome,Interleukin-20 Family Signaling R-HSA-8854691,0.5147916676559182,1.5158297792707442,0.04100227790432802,0.2118292919866739,IFNLR1;IL10RB;IL22RA2;STAT5B;JAK1;PTPN11;STAT2;STAT3
GO-BP,Endothelial Cell Proliferation (GO:0001935),0.6560618905739483,1.6658005605489323,0.02553191489361702,0.21200242007496556,PRKX;ANGPT4;CD34;THAP1
GO-BP,Mitotic Sister Chromatid Cohesion (GO:0007064),0.5400083216345247,1.6668756074444544,0.0196078431372549,0.21226388691575176,STAG2;NAA50;ESCO2;SMC3;SMC1A;HASPIN;DSCC1;SGO1;CDCA5;RAD21;PDS5A
Reactome,Metabolism Of Steroid Hormones R-HSA-196071,0.503580332336085,1.5213767404086396,0.042316258351893093,0.21254325749486835,CYP17A1;STARD4;FDX1;HSD17B1;CYP19A1;TSPOAP1;FDXR;HSD17B11
GO-BP,DNA Duplex Unwinding (GO:0032508),0.4662204144605086,1.6542813012925692,0.016826923076923076,0.21286686365961277,MCM8;GINS4;MCM3;HMGA1;RECQL;DTD1;CDC45;MCM7;RAD50;MCM2;MCM4;TWNK;GINS3;DDX11;MRE11;DHX9;MCM5;GINS1;MCM6;DDX1;WRN;NBN;RAD51
GO-BP,Nucleocytoplasmic Transport (GO:0006913),0.43779160656501726,1.6552791804669227,0.013333333333333334,0.21295075248403614,MALT1;NUP210;SEH1L;HTATIP2;RSRC1;XPO1;NUP37;LSG1;GLE1;NUP107;NUP93;NUP188;NUP54
GO-BP,Regulation Of B Cell Receptor Signaling Pathway (GO:0050855),0.6034887691357802,1.668848649869387,0.02159827213822894,0.21322011679316838,CD22;PRKCB;FCGR2B;PTPN22;PRKCH;GPS2
GO-BP,Regulation Of T Cell Proliferation (GO:0042129),0.42360078483631697,1.6478889901064702,0.010025062656641603,0.21398622459724825,CEBPB;TNFRSF1B;CD1D;LILRB2;IL1B;SDC4;TNFSF8;PLA2G2D;IDO1;TFRC;FOXP3;IL23R;PTPRC;ANXA1;RIPK3;MYDGF;VSIG4;CCL5;CD6;LGALS3;TNFSF9;CR1;PNP;CD86
GO-BP,Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059),0.5243327371158533,1.667026083202744,0.006818181818181818,0.21415557789671452,CEBPB;TNFRSF10B;PPP1R15A;ITPR1;BAK1;ERO1A
GO-BP,Cellular Response To Thyroid Hormone Stimulus (GO:0097067),0.6515630800032993,1.6487973411333874,0.018789144050104383,0.21444492069066032,LMO2;CTSS;CTSB;GAS2L1;THRB
GO-BP,Response To Thyroid Hormone (GO:0097066),0.6515630800032993,1.6487973411333874,0.018789144050104383,0.21444492069066032,LMO2;CTSS;CTSB;GAS2L1;THRB
GO-BP,Protein Targeting To Lysosome (GO:0006622),0.4997943840256218,1.6464124297803358,0.02364066193853428,0.21454504463748775,M6PR;PXK;SORL1;NAGPA;BECN1;GNPTG;RAB7A
GO-BP,Regulation Of Lipid Catabolic Process (GO:0050994),0.5655373063677229,1.644892875376721,0.024498886414253896,0.21532256463052823,ALK;PDE3B;IL1B;FLNB;HCAR2;SIRT6
GO-BP,Regulation Of Carbohydrate Catabolic Process (GO:0043470),0.596437485704631,1.6516532651071325,0.015217391304347827,0.21559608812505882,PPP1R3B;HIF1A;PRKAG2;PGAM1;SLC2A6
GO-BP,Aspartate Family Amino Acid Metabolic Process (GO:0009066),0.6372583449112366,1.6434176028358003,0.02947845804988662,0.21589257958931,SMS;NIT2;GOT2;SLC25A12;NAT8L;MTHFD1;SLC25A13
GO-BP,Neutrophil Migration (GO:1990266),0.4423955482049615,1.6503826225055627,0.01,0.2159900214681153,CCL2;EMP2;CCL8;CCL22;CCL24;CCL18;CXCL8;S100A9;CCL5;CCL3;PECAM1;CCL4;LGALS3;CCL3L1;CCL4L1
KEGG,Regulation of lipolysis in adipocytes,0.3565534266774003,1.302201909312184,0.08726415094339622,0.21734703676990602,ADCY4;ADCY1;PDE3B;PTGS2;IRS2;ABHD5;PLAAT3;GNAI2;PRKACA;ADRB1;PIK3R2
Reactome,SARS-CoV-2 Targets Host Intracellular Signaling And Regulatory Pathways R-HSA-9755779,0.5774433250794898,1.507589111759338,0.04090909090909091,0.2175456607752636,YWHAB;YWHAE;YWHAZ;YWHAG;YWHAQ
Reactome,Defective B3GAT3 Causes JDSSDHD R-HSA-3560801,-0.5266066440587338,-1.5045295436176482,0.0570902394106814,0.21818660158297465,HSPG2;SDC2;BGN;GPC6;GPC3;DCN;CSPG4;VCAN
Reactome,Synthesis Of Leukotrienes (LT) And Eoxins (EX) R-HSA-2142691,-0.5714825807490067,-1.5029143927404012,0.04814814814814815,0.2182401212494072,ABCC1;PTGR1;LTC4S
Reactome,Apoptotic Execution Phase R-HSA-75153,0.3939727199728096,1.50203176380606,0.014814814814814815,0.21955518605926075,STK26;VIM;HMGB2;DNM1L;DSG3;CTNNB1;CLSPN;LMNB1;PROC;PRKCD;KPNB1;DFFB;H1-4;DFFA;ROCK1;CASP8
Reactome,Transport Of SLBP Dependant Mature mRNA R-HSA-159230,0.43529918967376313,1.5027107064659915,0.030456852791878174,0.22079008449976278,NUP210;SEH1L;NUP37;NCBP2;NUP107;NUP93;NUP188;NUP54;NUP62;NUP155;NUP160;ALYREF;NUP43;NUP205;NCBP1;NDC1;SLBP
Reactome,Removal Of Flap Intermediate R-HSA-69166,0.536392850634975,1.4889864314454626,0.05183585313174946,0.2208890687372626,POLA1;FEN1;POLD2;POLR1A;POLD1
Reactome,NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507,-0.49128995944911924,-1.4982113358274758,0.04528985507246377,0.22127872951002986,EGFR;JAG1;PSENEN;JAG2;RPS27A;UBB;UBA52
Hallmark,PI3K/AKT/mTOR  Signaling,0.26380411569494644,1.1450498903658144,0.19273743016759776,0.22155682006518976,SQSTM1;YWHAB;RPS6KA3;ACTR3;PRKCB;PIN1;MAPK10;E2F1;NFKBIB;RIT1;ARHGDIA;PPP2R1B;MAPK9;MAP2K3;MAPKAP1;PTPN11;CALR;STAT2;CFL1;CDK2;CAB39L;PLCB1;TBK1;ECSIT;DAPP1;HSP90B1;CXCR4;GRB2;RALB
Reactome,SUMOylation Of SUMOylation Proteins R-HSA-4085377,0.4295559722791331,1.4898130957845126,0.03722084367245657,0.2216460208983324,NUP210;SEH1L;NUP37;PIAS4;NUP107;NUP93;NUP188;NUP54;NUP62;NUP155;NUP160;UBE2I
Reactome,SUMOylation Of Ubiquitinylation Proteins R-HSA-3232142,0.416346687329994,1.4987868055847198,0.03125,0.22218638276452604,NUP210;SEH1L;NUP37;PIAS4;NUP107;NUP93;NUP188;NUP54;NUP62;VHL;NUP155;NUP160;UBE2I;MDM2
KEGG,Graft-versus-host disease,-0.44566639632332034,-1.4081946282317674,0.06989247311827956,0.22249058645988387,HLA-DQA1;HLA-DOA;HLA-DRB5;HLA-DMA;HLA-DQA2;CD28;TNF;HLA-DRA;HLA-DRB4;HLA-DPB1;HLA-DQB1;HLA-DPA1;HLA-DRB1
Reactome,Translocation Of SLC2A4 (GLUT4) To Plasma Membrane R-HSA-1445148,0.38606396284270694,1.502782716180104,0.019851116625310174,0.22284746331836364,YWHAB;KIF3A;PRKAG2;MYH9;YWHAE;RAB14;YWHAZ;RAB8A;CALM1;YWHAG;KIF3B;STX4;YWHAQ;STXBP3;RAB10;EXOC1;YWHAH
Reactome,Regulation Of TLR By Endogenous Ligand R-HSA-5686938,-0.565392012303021,-1.4982984451336394,0.06727272727272728,0.22348146553723247,S100A1;TLR4;TLR6;LY96
GO-BP,Regulation Of Actin Cytoskeleton Reorganization (GO:2000249),-0.5809904436045101,-1.7239908793514624,0.0017699115044247787,0.22357342047461617,BAIAP2L1;CLU;CDK5;BAIAP2;PTK2B;PDGFRA;BCAS3;CARMIL1;MDK;FES
Reactome,Retrograde Transport At Trans-Golgi-Network R-HSA-6811440,0.3906280410199223,1.4898458191641177,0.03398058252427184,0.22359903832383302,RAB9A;NAPSA;M6PR;TGOLN2;VAMP3;STX10;USP6NL;COG7;ARFRP1;RAB6A;RABEPK;SCOC;NAA35;VTI1A;RAB6B
Reactome,Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107,0.44482167214693963,1.4936778763783127,0.035175879396984924,0.22383503702592175,NUP210;SEH1L;NUP37;NUP107;NUP93;NUP188;NUP54;NUP62;NUP155;NUP160
Reactome,Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371,0.49902567999076486,1.4906923250348774,0.04395604395604396,0.2244717248083328,ALK;CEBPB;BCL2A1
Reactome,"Inactivation, Recovery And Regulation Of Phototransduction Cascade R-HSA-2514859",0.5053173672867863,1.4944521753952045,0.053452115812917596,0.22464353551808564,METAP2;CNGB1;NMT2;CALM1;RNF7;GUCA1B;GNB5;CAMKMT;METAP1;GRK7
Hallmark,Xenobiotic Metabolism,0.2467940989125298,1.13827294259868,0.16042780748663102,0.2258937752503426,MAN1A1;ID2;HPRT1;AQP9;PC;SSR3;PGD;CYP17A1;SAR1B;GSR;MAOA;ACO2;NQO1;HES6;PPARD;GCH1;PMM1;FAS;CBR1;POR;CES1;CNDP2;ALAS1;DHRS1;AKR1C3;ATP2A2;CYP27A1;AP4B1;GSS;CYP1A2;FAH;PTGES3;UPP1;BCAT1;LONP1;TMEM97;CYB5A;RETSAT;ABCC3
GO-BP,Photoperiodism (GO:0009648),0.5296101230849874,1.6348233968795407,0.017391304347826087,0.22614128996923355,USP2;BHLHE40;ID2;PPP1CB
Reactome,M Phase R-HSA-68886,0.2857588060668429,1.4908701836677536,0.0,0.2262300678340293,LPIN1;OFD1;NUP210;TUBA1C;PRKCB;SEH1L;SKA1;PSMD13;NUDC;TUBB4A;STAG2;LBR;RAB33B;CEP290;INCENP;NCAPH2;XPO1;VRK2;YWHAE;SMC3;PSMD2;SMC1A;NUP37;PSMD14;CENPH;CENPU;LMNB1;PLK4;CHMP7;PSMD10;MZT2A;TMPO;PPP2R1B;DSN1;HSP90AA1;ITGB3BP;PSMD6;CSNK1D;CSNK1E;PSMF1;CENPJ;ZWILCH;NCAPG2;NCAPD2;NUP107;H3-3B;KPNB1;TUBB4B;NUP93;TNPO1;YWHAG;NUP188;NUP54;PPP2R2A;CENPM;CEP41;ANAPC10;ANAPC7;PSMD7;NCAPD3;SET;DYNC1LI1;HAUS6;SPDL1;TUBA1B;SGO1;ODF2;PSMA1;ZWINT;MZT1;SFI1;MAPRE1;CDCA8;TUBB;CDCA5;PSMD11;NUP62;PCNT;CHMP6;RAD21;NUP155;USO1;HAUS1;CEP164;EML4;CEP78;KNL1;RNF103-CHMP3;KNTC1;SMC4;H2BC21;NUP160;PRKAR2B;TUBGCP6;MAD2L1;PDS5A;CDC27;UBE2I;DYNLL2;PSME1;CHMP4B;PSMA4;NEK2;CENPN;KMT5A;SPC24;CDC20;CEP57;CHMP2B;HAUS8;CENPQ;MZT2B;NDE1;PPP2R5E;SDCCAG8;LEMD3;PPP2R5A;B9D2;UBE2C;UBC;NUP43;RCC2;PSMD12;UBE2D1;BANF1;PPP2CA
GO-BP,"mRNA Splicing, Via Spliceosome (GO:0000398)",0.3361532104644886,1.6336153262046316,0.0,0.22632221176669634,RBM41;RBM10;GEMIN6;RSRC1;LSM4;SRSF4;CTNNBL1;GEMIN8;PIN1;ZRSR2;DHX38;NCBP2;DHX16;SFPQ;PRPF31;SF3A1;HNRNPU;SRPK1;DDX23;SF3A3;SRSF1;HNRNPA2B1;TRA2B;SART3;CRNKL1;SF3B4;CDC5L;DDX46;FRG1;SRSF5;DHX8;DHX15;PNN;SRSF10;RBMX2;WBP4;SNRNP27;GPKOW;SRSF6;SMU1;SCAF11;CASC3;PUF60;SNRNP70;PRPF40A;CDC40;HNRNPM;EFTUD2;HTATSF1;DDX5;PLRG1;SF3B2;PRPF4;RBM22;PRPF4B;SNRNP35;CACTIN;SART1;DDX41;LSM7;SCNM1;TXNL4A;DHX35;MFAP1;DHX9;HNRNPF;PQBP1;RNPS1;MAGOH;RBM8A;CWF19L1;SRRM1;SNW1;HSPA8;SNRPF;SNRPB;SRSF9;ESS2;LSM6;SF3B1;SRSF7;USP39;DDX1;CWC15;RBM6;FRA10AC1;PRPF38A;HNRNPA3;STRAP;HNRNPH3;AQR;CWC27;NCBP1;IK;DCPS
Reactome,Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722,-0.4154102663830652,-1.4934385118318074,0.018518518518518517,0.22645185270632265,H2BC14;RUNX3;H2BC12;H2AC6;H2AC14;H2BC4;H2BC3;H2AJ;CDC73;CREBBP;KMT2D;AXIN2;H2AC7;MEN1;H2AZ2;H2BC5;H2BC15;H2AZ1
Reactome,Apoptotic Cleavage Of Cellular Proteins R-HSA-111465,0.4273289202075287,1.494622048538831,0.036057692307692304,0.22646472865183664,STK26;VIM;DSG3;CTNNB1;CLSPN;LMNB1;PROC;PRKCD
GO-BP,Actin Nucleation (GO:0045010),0.5694332797939445,1.63564839469326,0.009153318077803204,0.2266094351226518,ACTR3;ARPC1A;ARPC4;WHAMM;WIPF3;ARPC2;ARPC1B
KEGG,Adherens junction,-0.36429524126355606,-1.3921382171323256,0.04241435562805873,0.22689057078970873,TJP1;EGFR;CSNK2B;NECTIN3;NLK;PARD3;SNAI2;LMO7;NECTIN2;CTNND1;WASF3;PTPRM;FER;BAIAP2;CREBBP;PTPN6;SMAD4;PTPRF;CSNK2A3;SSX2IP;FARP2;YES1;AFDN;INSR
Reactome,Regulation Of Necroptotic Cell Death R-HSA-5675482,0.4362650499683763,1.4834967066479103,0.03614457831325301,0.22711721810691082,TNFRSF10B;FLOT1;TRADD;FLOT2;XIAP;CDC37;HSP90AA1;TNFRSF10A;TANK;RIPK3;CASP8;BIRC3;UBC;SDCBP;RIPK1
GO-BP,Heart Contraction (GO:0060047),-0.5734145302659671,-1.71965388302282,0.014678899082568808,0.22817149065429596,TRDN;SLC8A1;SCN5A;MYBPC3;KCNE5;GRK2;KCNQ1
Hallmark,Apical Junction,-0.28446148350020534,-1.2337281708095413,0.10397553516819572,0.22872190350794697,TRO;TJP1;MPZL2;EGFR;NECTIN3;PBX2;MYL9;CLDN7;MYH10;GAMT;PARVA;THY1;NECTIN2;CERCAM;CTNND1;CDH11;SLIT2;BMP1;NF1;MAP3K20;MPP5;ITGA9;TSPAN4;ITGA3;BAIAP2;PIK3R3;ITGA2;FLNC;HRAS;COL16A1;VAV2;NEXN;JAM3;VCAN;MDK;RHOF;ALOX15B;LIMA1
KEGG,Malaria,-0.42093261399845994,-1.3963014014204578,0.05811965811965812,0.23047831977454786,GYPC;SDC2;TLR4;TGFB3;COMP;THBS2;THBS1
KEGG,Th1 and Th2 cell differentiation,-0.35773111521360645,-1.378510627830949,0.048494983277591976,0.23225110867439813,HLA-DQA1;RUNX3;IL2RA;NFATC3;JAG1;NOTCH1;CD3E;HLA-DOA;MAPK12;JAG2;HLA-DRB5;MAF;HLA-DMA;NFATC2
KEGG,Axon guidance,-0.3185498087788846,-1.3832884393050713,0.017699115044247787,0.23311420921761708,LRRC4;NEO1;UNC5B;NFATC3;SEMA4B;SMO;MYL9;NCK2;PARD3;WNT4;ABLIM3;EPHA5;ABL1;SEMA4C;PLXNB1;CXCL12;CDK5;EPHB3;SSH3;SLIT2;MYL5;PAK6;PLCG2;CAMK2B;NFATC2;SEMA7A;SEMA3A;PIK3R3;HRAS
KEGG,Bacterial invasion of epithelial cells,0.3125097415672456,1.2869795252915361,0.08616187989556136,0.23582773498581108,VCL;SHC3;ACTB;ACTR3;CDH1;HCLS1;ITGB1;CTNNB1;ARPC1A;ARPC4;ELMO2;ACTG1;ACTR3C;ILK;ARPC2;PIK3R2;ARPC1B;SEPTIN8
GO-BP,acetyl-CoA Biosynthetic Process (GO:0006085),0.6217902752694002,1.6259807960635522,0.03111111111111111,0.2361134181287753,PDHA1;ACLY;ACSS2;ACSS1;DLAT;PDHX;PDHB;DLD
GO-BP,Cellular Response To Chemokine (GO:1990869),0.4522387727453014,1.6249575117006654,0.00975609756097561,0.23624916419400538,CCL2;CCR2;CCL8;SLC12A2;CCL22;ZC3H12A;CCL24;DUSP1;CCL18;CXCL8
Reactome,Interleukin-12 Family Signaling R-HSA-447115,0.39455539467316986,1.4754526448775775,0.031007751937984496,0.23646016364767078,TALDO1;LMNB1;IL23R;HSPA9;HNRNPA2B1;JAK1;S100A9;IL27RA;CANX;MTAP;STAT3;TCP1;RAP1B;ANXA2;EBI3;MSN;CAPZA1;VAMP7
GO-BP,DNA Integrity Checkpoint Signaling (GO:0031570),0.4399890037231141,1.6267524352756908,0.00477326968973747,0.23663211299543951,DONSON;USP28;CLSPN;E2F1;ERCC4;CDT1;CDC45;CDC5L;ATRIP;DTX3L;UFL1;CHEK2;TIPIN;ERCC6;TIMELESS;CHEK1;INTS7;RAD17;HUS1;TIPRL;FBXO6;DOT1L;CDC6;NBN;H2AX
GO-BP,"Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",0.5110635931655658,1.622851969125181,0.00904977375565611,0.23810136919130995,PES1;KRI1;URB1;UTP20;NOP14;EXOSC10;EXOSC2;EXOSC7;FTSJ3;RRS1;WDR12;NOL9;EXOSC9;RPP40;EXOSC8
KEGG,Peroxisome,0.31079273069938396,1.2791618761585157,0.085995085995086,0.23960232959570787,ACSL5;ACSL4;ACSL1;PEX3;DHRS4;PEX26;GNPAT;ACSL6;ACSL3;AGPS;ABCD3;CRAT;FAR1;GSTK1;PEX6;IDH1;PEX5;ACOX3
Reactome,Phototransduction Cascade R-HSA-2514856,0.4859795739824129,1.4694727272958195,0.07032967032967033,0.2399646596587801,METAP2;CNGB1;NMT2;CALM1;RNF7;GUCA1B;GNB5;CAMKMT;METAP1;GRK7
Reactome,Triglyceride Metabolism R-HSA-8979227,0.4887657554975422,1.4705233783668998,0.07494646680942184,0.24041605130792365,LPIN1;GK;PPP1CB;ABHD5;GPD2
GO-BP,Dicarboxylic Acid Transport (GO:0006835),-0.6682907761312815,-1.7043111613248099,0.01415929203539823,0.24104372137434074,PDPN;FOLR2;GJA1;UCP2;SLC46A1
KEGG,Biosynthesis of unsaturated fatty acids,0.39451568698514217,1.2798887460104933,0.1726457399103139,0.24119914949242569,FADS1;FADS2;SCD;ELOVL7;ELOVL1;ACOT1;ACOT7;ACOX3;ELOVL5
KEGG,Fc gamma R-mediated phagocytosis,0.2989353701132648,1.2813800253978274,0.09308510638297872,0.24181909421576608,PLPP3;PLA2G4A;ACTR3;PRKCB;FCGR2B;PRKCE;ARF6;ARPC1A;ARPC4;PRKCD;ACTR3C;NCF1;MYO10;MARCKS;PLA2G4E;CFL1;PTPRC;ARPC2;LIMK1;LIMK2;PIK3R2;ARPC1B
KEGG,Tuberculosis,0.2733829767992004,1.275756238467053,0.044444444444444446,0.2419831545289686,MALT1;CEBPB;ITGAX;PLK3;BID;TGFB1;IL1B;FCGR2B;CAMK2D;CTSS;EEA1;TRADD;IL10RB;IRAK2;TLR2;ITGAM;IFNGR1;MAPK10;RELA;HSPA9;RIPK2;CAMP;MAPK9;VDR;RAB7A;JAK1;CALM1
Reactome,tRNA Aminoacylation R-HSA-379724,0.40116507585438893,1.4709047285988133,0.03940886699507389,0.24200668539954964,NARS1;VARS1;DARS2;AARS2;CARS2;EARS2;DTD1;DARS1;PPA1;TARS2;LARS1;FARSB;NARS2;AIMP1;VARS2;PARS2;WARS1;KARS1;EEF1E1
GO-BP,Skin Development (GO:0043588),-0.492383754240137,-1.7060169605730298,0.0035398230088495575,0.24225721585162838,RYR1;COL1A1;COL3A1;COL1A2;COL5A2;JAG1;COL5A1;SLC2A10;PIP5K1A;AHDC1;TXNIP;VPS33B;ITGA3;CFLAR;DSP;ST14
GO-BP,Synapse Assembly (GO:0007416),-0.5048344676556984,-1.7104725451000424,0.0017035775127768314,0.2433431764671536,LRRC4;LGI2;PCDHB16;SDK1;PLXND1;PLXNB1;CDK5;ZDHHC2;PCDHB3;NLGN4Y;DNM3;PCDHB2;CDH2;FZD5
Reactome,Export Of Viral Ribonucleoproteins From Nucleus R-HSA-168274,0.4181273745808973,1.4657033649669842,0.03508771929824561,0.2434628280662558,NUP210;SEH1L;BLOC1S6;XPO1;NUP37;NUP107;PBRM1;NUP93;NUP188;NUP54
GO-BP,Lymphocyte Migration (GO:0072676),0.527893294534868,1.6164020603040608,0.02242152466367713,0.24353122114994416,CCL2;CCL8;NEDD9;CCL22;GATA3;CCL24;CCL18;CCL5;CCL3;CCL4;MSN;CCL3L1;CCL4L1
GO-BP,Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),0.523340370135325,1.6153054616356948,0.020224719101123594,0.24381005069001893,FKBP1A;CAMK2D;CABP4;YWHAE;CACNB2;PLN;CALM1;PRKACA
GO-BP,Positive Regulation Of Organelle Organization (GO:0010638),0.48438246934437074,1.6183423941725656,0.009523809523809525,0.24397891885852832,PPARGC1A;ATL3;PLXNA3;P2RX7;TOM1;SORBS3;ANXA1;DOC2B;ANXA2;UVRAG;LMAN1;IRGM
Reactome,Platelet Sensitization By LDL R-HSA-432142,0.5026030027747982,1.4620656497359097,0.06537530266343826,0.24462112991757218,LRP8;PLA2G4A;PPP2R1B;PTPN11;PECAM1;PPP2R5E;PPP2R5A;PPP2CA;FGR
GO-BP,Macromolecule Catabolic Process (GO:0009057),0.38609418310398574,1.6168048328029834,0.0,0.24470893896933435,SQSTM1;RNASE2;TGFB1;DIS3L;PPT1;XRN2;RNASEH1;IDE;BECN1;SH3GLB1;TRIM24;DENND3;DFFB;RNASE6;SLC16A3;RNASET2;MVB12A;UVRAG;CLN5;EXOSC10;CHEK2;TPP1;EXOSC2;EXOSC7;HNRNPD;EXOSC5;PNPT1;CTRL;PRSS16;PRKN;RIPK1;EXOSC9;MUS81;TREX1;CASP7;PABPC4;EXOSC8;REXO4
GO-BP,Regulation Of Protein Localization To Cajal Body (GO:1904869),0.6309535832911561,1.6083522181974776,0.024070021881838075,0.24474603224648073,CCT8;DKC1;TCP1;CCT7;CCT5;CCT4;CCT6A
GO-BP,Positive Regulation Of Protein Localization To Cajal Body (GO:1904871),0.6309535832911561,1.6083522181974776,0.024070021881838075,0.24474603224648073,CCT8;DKC1;TCP1;CCT7;CCT5;CCT4;CCT6A
Reactome,Mitotic G2-G2/M Phases R-HSA-453274,0.30598965206491524,1.4632938671256572,0.0029940119760479044,0.24496838626372508,PHLDA1;OFD1;PSMD13;TUBB4A;PPP1CB;CEP290;XPO1;LIN54;YWHAE;PSMD2;PSMD14;E2F1;PLK4;PSMD10;MZT2A;PPP1R12B;PPP2R1B;HSP90AA1;PSMD6;CSNK1D;CSNK1E;PSMF1;CENPJ;RAB8A;CCNA2;TUBB4B;PKMYT1;YWHAG;PPP2R2A;CEP41;TP53;PSMD7;HSP90AB1;CDK2;HAUS6;ODF2;PSMA1;MZT1;SFI1;MYBL2;MAPRE1;TUBB;PSMD11;PCNT;HAUS1;CEP164;CEP78;WEE1;PRKAR2B;FOXM1;TUBGCP6;PSME1;CDK11B;PSMA4;NEK2;CEP57;HAUS8;MZT2B;NDE1;SDCCAG8
Reactome,Amyloid Fiber Formation R-HSA-977225,-0.3923876172930439,-1.4761942557197145,0.02003338898163606,0.2456060186932495,HSPG2;H2BC14;H2BC12;PSENEN;H2AC6;ITM2B;H2AC14;MFGE8;TSPAN14;H2BC4;H2BC3;RPS27A;UBB;UBA52
Reactome,Signaling By ERBB4 R-HSA-1236394,-0.42018228095194177,-1.4806803316504282,0.03177257525083612,0.24561464221171223,EGFR;PSENEN;CXCL12;SPARC;RPS27A;UBB;UBA52;HRAS;WWP1;YAP1;MXD4;APH1B
Reactome,Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,0.37773708839653775,1.4597981271582152,0.023255813953488372,0.24610247379881756,ID2;JUND;NAB2;RPS6KA3;EGR3;FOSL1;FOS;KCNH8;PPP2R1B;VRK3;EGR1;ID1;FOSB;EGR2;RPS6KA2;CHD4;TRIB1;SGK1;DUSP6;PPP2CA;RPS6KA1;CREB1;RPS6KA5
Reactome,CTNNB1 S33 Mutants Not Phosphorylated R-HSA-5358747,0.5160507832013885,1.457061544602777,0.058823529411764705,0.24616111660136036,CTNNB1;PROC;PPP2R1B;AXIN1;PPP2R5E;PPP2R5A;AMER1;PPP2CA
