"gene","baseMean","log2FC_raw","log2FC_shrunk","lfcSE","pvalue","padj","direction"
"CDH26",19.4140609690001,0.372687421364926,0.0807225562026947,0.804916469271782,0.64335448593586,0.999997691821602,"up_in_AD"
"CDH3",44.9361569895681,0.285070374794527,0.0614200524693225,0.806334160276471,0.723684580188644,0.999997691821602,"up_in_AD"
"CDH4",12.9280013294055,0.67668472785646,0.0950546240661685,1.04749519238534,0.518277603534827,0.999997691821602,"up_in_AD"
"CDH6",66.6728586877021,-0.146305524529278,-0.0526856235996774,0.558459176036531,0.793336323671844,0.999997691821602,"down_in_AD"
"CDH7",104.327950991618,0.309883166091029,0.121827235702624,0.524674770021897,0.554775376144295,0.999997691821602,"up_in_AD"
"CDH8",20.7033366815602,-0.359024522917496,-0.0789009275274246,0.785312754172716,0.64754603064988,0.999997691821602,"down_in_AD"
"CDHR3",28.2347459722026,-0.188191497052005,-0.0434346004579828,0.762877391414317,0.805150912567862,0.999997691821602,"down_in_AD"
"CDIP1",600.467557446879,0.0193979230959165,0.011590356323377,0.345028632128257,0.955165594183538,0.999997691821602,"up_in_AD"
"CDIPT",430.186493604855,-0.0207744761027777,-0.0143055806972622,0.282582482823177,0.941395111673635,0.999997691821602,"down_in_AD"
"CDK1",260.619781825499,-0.0659774352395051,-0.0163153068714883,0.732241238531824,0.928205036520702,0.999997691821602,"down_in_AD"
"CDK10",143.323827188786,-0.152694491037016,-0.0476809856839747,0.621468865305567,0.805914981896236,0.999997691821602,"down_in_AD"
"CDK11A",400.344684000505,-0.342435632040347,-0.238971796570344,0.27561232445407,0.214069106404488,0.999997691821602,"down_in_AD"
"CDK11B",504.786423301989,0.154227350163029,0.11231402720607,0.257067594220767,0.548540473615958,0.999997691821602,"up_in_AD"
"CDK12",1277.2460267395,-0.010099346442851,-0.00806651452905781,0.211008588432322,0.961826022643666,0.999997691821602,"down_in_AD"
"CDK13",940.23580739829,-0.0226423138932131,-0.0188574172097823,0.188293664510538,0.90428510773003,0.999997691821602,"down_in_AD"
"CDK14",349.215879271597,0.80992323033081,0.240906738177365,0.65461550121082,0.215994169914298,0.999997691821602,"up_in_AD"
"CDK16",997.498762366958,0.390550622025033,0.243917882203029,0.327390407870946,0.232900637835997,0.999997691821602,"up_in_AD"
"CDK17",562.656211059833,-0.209610662736546,-0.123650395321795,0.349437943924202,0.548605612138073,0.999997691821602,"down_in_AD"
"CDK18",169.543195803683,0.620400406075549,0.269774248412215,0.483340548807228,0.199293192593139,0.999997691821602,"up_in_AD"
"CDK19",910.906634017803,-0.0732342052132592,-0.0553234511245124,0.239052831479559,0.759336994239032,0.999997691821602,"down_in_AD"
"CDK2",196.311517669036,0.382318330232058,0.177825071570378,0.45344878522883,0.399153206692702,0.999997691821602,"up_in_AD"
"CDK20",34.0354700138773,-0.144013819749696,-0.0137829914689285,1.28709906088071,0.910910437254025,0.999997691821602,"down_in_AD"
"CDK2AP1",528.275605559381,-0.729041438463831,-0.22040683697538,0.62476219576397,0.243246597736096,0.999997691821602,"down_in_AD"
"CDK2AP2",210.607251486195,0.09207500055563,0.0553118338778666,0.343008878425705,0.788365820399183,0.999997691821602,"up_in_AD"
"CDK3",53.0729937845263,-0.777520140576399,-0.336405681819408,0.476228330252235,0.102539996552049,0.999997691821602,"down_in_AD"
"CDK4",426.235488826457,0.0804718457451087,0.0472794366692958,0.352689893315139,0.819517184564619,0.999997691821602,"up_in_AD"
"CDK5",102.916432592642,-0.52692836488133,-0.307893065060285,0.352492582428068,0.134950018434515,0.999997691821602,"down_in_AD"
"CDK5R1",34.5312775513032,0.00743190716036388,0.00227538061971359,0.632032480253154,0.990618097141695,0.999997691821602,"up_in_AD"
"CDK5RAP1",193.924491257377,-0.110575917651837,-0.0573042153881765,0.404674608593328,0.784663742947325,0.999997691821602,"down_in_AD"
"CDK5RAP2",358.358696182741,0.0198731497191719,0.0148877041735584,0.243285994056457,0.934896117322243,0.999997691821602,"up_in_AD"
